project_id,project_type,state,district,land_area_acres,affected_families,villages_affected,legal_disputes,ownership_conflicts,pending_court_cases,documentation_completion_pct,missing_documents,compensation_completion_pct,compensation_pending_cases,average_compensation_delay_days,rehabilitation_completion_pct,resettlement_completion_pct,affected_families_rehabilitated,pending_approvals,approval_delay_days,stakeholder_response_delay_days,current_stage,days_in_current_stage,possession_completion_pct,historical_delay_rate,days_remaining_to_target,previous_stage_delay_days,delay_flag,actual_delay_days
BG-42-002098,Highway,Tamil Nadu,Madurai,183.13,265,5,1,4,4,86.93,3,22.7,140,86,5.97,0.43,14,4,86,209,Award,227,53.7,0.3984,8,118,0,0
BG-42-002099,Power Transmission,Uttar Pradesh,Varanasi,208.7,285,8,1,5,4,70.44,5,58.4,109,35,40.76,39.12,106,2,18,166,Survey,59,34.29,0.6041,247,125,1,274
BG-42-002100,Industrial Corridor,Rajasthan,Kota,345.78,402,10,2,6,3,67.72,8,42.96,217,54,38.29,35.9,147,3,62,210,Objections,76,32.87,0.497,229,74,1,312
BG-42-002101,Highway,Gujarat,Surat,230.23,243,8,0,4,2,83.7,4,54.65,73,45,69.5,84.0,157,1,16,175,Rehabilitation & Resettlement,68,86.23,0.6067,176,38,0,0
BG-42-002102,Railway,Uttar Pradesh,Varanasi,347.11,646,10,1,3,2,74.07,6,28.07,421,68,9.79,6.79,57,3,63,246,Survey,85,13.59,0.7263,101,42,1,277
BG-42-002103,Railway,Karnataka,Mysuru,258.07,205,11,0,3,0,100.0,1,93.58,10,0,100.0,100.0,198,0,3,109,Rehabilitation & Resettlement,31,100.0,0.4065,298,37,0,0
BG-42-002104,Industrial Corridor,Rajasthan,Kota,276.71,252,9,1,9,2,86.24,5,73.87,53,28,72.64,77.6,181,4,43,189,Possession,107,100.0,0.1948,123,77,0,0
BG-42-002105,Industrial Corridor,Maharashtra,Nashik,82.87,88,9,1,0,1,100.0,0,51.99,40,48,51.57,40.21,40,0,4,78,Compensation,27,68.69,0.6425,126,27,1,223
BG-42-002106,Industrial Corridor,Telangana,Karimnagar,30.52,54,6,1,3,1,60.85,5,77.48,8,38,67.69,78.59,34,4,56,97,Rehabilitation & Resettlement,76,99.06,0.2205,149,32,1,126
BG-42-002107,Industrial Corridor,Telangana,Nizamabad,623.79,632,12,0,4,0,100.0,0,70.03,171,29,61.74,61.11,349,0,28,217,Rehabilitation & Resettlement,45,90.19,0.3575,239,27,0,0
BG-42-002108,Highway,Karnataka,Belagavi,90.05,193,6,1,8,6,94.17,7,91.42,13,24,76.02,74.18,135,2,40,175,Possession,147,100.0,0.2701,133,108,0,0
BG-42-002109,Railway,Tamil Nadu,Chennai,228.83,122,8,4,2,3,75.62,0,77.35,25,50,89.27,89.98,105,3,52,33,Objections,142,66.06,0.2893,237,58,1,190
BG-42-002110,Highway,Maharashtra,Thane,55.13,225,5,1,3,1,90.18,2,0.0,201,80,28.72,44.01,58,0,29,184,Survey,65,20.87,0.2438,46,69,1,269
BG-42-002111,Metro,Tamil Nadu,Salem,185.14,383,8,1,5,2,85.55,2,51.21,109,56,45.28,43.38,153,8,121,214,Award,125,67.07,0.4422,42,91,1,319
BG-42-002112,Railway,Maharashtra,Pune,12.11,3,3,0,0,0,100.0,0,27.72,2,18,60.44,60.19,2,0,0,12,Compensation,71,51.81,0.2748,292,42,0,0
BG-42-002113,Power Transmission,Madhya Pradesh,Indore,61.66,158,3,1,7,2,79.14,4,0.0,125,125,0.0,4.55,0,1,11,247,Survey,100,0.0,0.496,110,101,1,353
BG-42-002114,Highway,Karnataka,Belagavi,79.14,165,7,0,5,1,86.55,4,69.96,28,68,53.27,53.49,81,3,39,140,Compensation,37,75.02,0.2528,89,56,1,76
BG-42-002115,Industrial Corridor,Gujarat,Rajkot,123.98,249,8,1,3,0,100.0,2,25.54,112,73,2.43,9.69,6,0,5,134,Notification,238,15.31,0.3529,89,48,1,240
BG-42-002116,Railway,Rajasthan,Kota,201.87,284,6,1,5,2,100.0,3,100.0,0,0,100.0,100.0,250,0,30,186,Possession,38,100.0,0.1516,7,59,1,177
BG-42-002117,Railway,Karnataka,Mysuru,35.68,75,4,0,0,1,100.0,3,28.43,40,71,31.23,38.49,22,0,9,77,Objections,23,49.16,0.367,185,53,0,0
BG-42-002118,Industrial Corridor,Telangana,Warangal,145.18,95,8,0,6,5,89.95,3,0.0,78,61,0.0,3.25,0,3,26,98,Notification,75,4.53,0.288,516,75,0,0
BG-42-002119,Highway,Maharashtra,Thane,228.45,384,9,3,7,2,80.23,4,0.0,313,125,0.0,0.0,0,1,42,199,Survey,83,16.57,0.5321,410,111,1,437
BG-42-002120,Railway,Madhya Pradesh,Gwalior,559.32,443,11,2,8,2,65.08,6,0.0,403,105,0.0,6.68,0,1,35,251,Objections,121,0.0,0.8304,220,119,1,409
BG-42-002121,Railway,Gujarat,Rajkot,150.7,266,8,1,3,2,62.47,2,55.14,102,33,31.58,36.07,77,0,0,146,Objections,97,43.01,0.3559,161,31,0,0
BG-42-002122,Industrial Corridor,Gujarat,Surat,59.29,97,5,0,2,0,72.86,4,6.85,61,58,0.0,0.0,0,1,12,76,Notification,46,0.0,0.6136,319,38,1,210
BG-42-002123,Highway,Madhya Pradesh,Indore,30.96,65,4,1,3,1,100.0,0,36.46,24,18,34.67,27.2,22,2,45,96,Objections,81,67.04,0.4296,321,78,0,0
BG-42-002124,Irrigation,Uttar Pradesh,Lucknow,369.95,378,9,0,7,2,82.23,6,0.0,272,93,4.68,4.41,17,2,55,252,Survey,61,0.0,0.8885,231,91,1,352
BG-42-002125,Irrigation,Tamil Nadu,Salem,154.45,317,2,0,2,0,70.85,2,52.58,87,15,76.26,84.11,241,1,33,500,Award,38,78.18,0.7082,18,20,0,0
BG-42-002126,Power Transmission,Karnataka,Kalaburagi,84.13,85,5,1,3,1,80.07,0,6.86,71,77,5.37,0.0,4,2,25,79,Award,109,34.03,0.324,164,34,1,265
BG-42-002127,Railway,Madhya Pradesh,Bhopal,23.43,59,4,3,4,1,62.53,1,39.62,30,68,61.12,57.99,33,3,91,140,Objections,108,47.45,0.4039,273,76,1,326
BG-42-002128,Industrial Corridor,Uttar Pradesh,Lucknow,40.65,49,4,0,1,2,89.94,2,57.05,19,30,66.19,63.79,32,0,0,66,Objections,70,61.03,0.3444,37,36,0,0
BG-42-002129,Highway,Telangana,Nizamabad,141.89,359,7,1,6,0,73.36,7,21.84,159,48,0.0,6.32,0,4,73,238,Notification,194,0.0,0.1116,205,59,1,299
BG-42-002130,Irrigation,Tamil Nadu,Coimbatore,113.64,208,7,0,4,0,78.26,4,3.36,114,83,7.29,0.0,14,2,54,125,Notification,128,12.0,0.3795,370,47,0,0
BG-42-002131,Metro,Madhya Pradesh,Indore,18.05,40,3,0,2,0,80.77,1,16.87,24,72,0.0,6.3,0,3,53,67,Survey,79,6.12,0.2243,267,32,1,165
BG-42-002132,Highway,Telangana,Warangal,142.04,314,6,1,7,0,60.45,4,59.01,107,40,66.07,58.85,185,4,53,258,Rehabilitation & Resettlement,99,92.97,0.1292,102,63,0,0
BG-42-002133,Railway,Tamil Nadu,Madurai,24.42,66,1,0,4,2,89.54,2,63.87,18,65,39.29,37.7,23,1,25,275,Possession,27,76.15,0.9716,7,61,1,199
BG-42-002134,Power Transmission,Uttar Pradesh,Agra,252.95,503,6,1,8,1,100.0,5,85.78,41,56,83.43,88.34,418,1,33,311,Possession,91,100.0,0.3159,7,108,0,0
BG-42-002135,Irrigation,Telangana,Karimnagar,101.17,218,4,0,3,0,60.59,4,46.38,84,45,32.24,42.53,69,2,12,206,Award,41,48.91,0.3981,386,55,1,169
BG-42-002136,Metro,Karnataka,Mysuru,59.1,135,6,0,5,1,100.0,0,94.34,6,25,77.95,85.38,98,1,14,130,Compensation,54,98.75,0.3431,263,73,0,0
BG-42-002137,Metro,Maharashtra,Thane,189.07,358,7,1,5,1,92.16,1,29.36,222,58,29.01,22.7,100,0,28,191,Objections,109,15.99,0.1746,309,45,1,332
BG-42-002138,Power Transmission,Tamil Nadu,Madurai,113.61,143,6,1,2,3,89.62,2,55.35,51,19,72.1,62.8,92,2,31,69,Rehabilitation & Resettlement,161,80.71,0.531,172,49,0,0
BG-42-002139,Power Transmission,Rajasthan,Jaipur,247.14,214,7,1,3,2,97.38,3,78.02,36,35,92.94,100.0,198,1,14,153,Rehabilitation & Resettlement,101,85.25,0.663,102,53,1,172
BG-42-002140,Power Transmission,Karnataka,Kalaburagi,91.32,81,5,2,3,6,81.08,4,59.35,27,22,58.02,46.01,44,2,11,85,Rehabilitation & Resettlement,122,100.0,0.4143,27,71,0,0
BG-42-002141,Railway,Tamil Nadu,Coimbatore,95.68,140,7,1,3,3,95.3,0,90.63,10,37,100.0,100.0,136,3,21,91,Possession,161,95.13,0.3585,55,37,0,0
BG-42-002142,Industrial Corridor,Madhya Pradesh,Jabalpur,68.16,188,5,0,2,0,89.13,2,48.21,74,45,51.16,57.05,92,2,71,142,Award,69,57.38,0.2961,164,19,1,201
BG-42-002143,Power Transmission,Maharashtra,Nagpur,105.68,208,7,2,3,2,100.0,3,98.22,4,11,78.39,83.59,155,1,17,142,Rehabilitation & Resettlement,53,100.0,0.3053,108,76,0,0
BG-42-002144,Highway,Maharashtra,Thane,333.07,717,7,1,9,3,83.54,5,73.23,112,13,74.66,78.79,505,0,3,434,Rehabilitation & Resettlement,61,69.97,0.3442,51,99,1,331
BG-42-002145,Railway,Uttar Pradesh,Agra,57.27,122,5,0,4,0,100.0,0,18.43,89,70,41.57,32.5,46,0,28,138,Objections,46,47.61,0.7471,258,51,0,0
BG-42-002146,Highway,Maharashtra,Thane,143.79,291,6,0,7,0,96.48,2,95.9,9,1,89.33,84.89,245,3,26,236,Possession,53,100.0,0.9073,209,68,0,0
BG-42-002147,Railway,Maharashtra,Nagpur,42.34,81,4,0,4,2,84.08,0,4.91,59,52,15.58,28.77,13,1,12,122,Survey,52,32.56,0.1689,213,42,0,0
BG-42-002148,Power Transmission,Karnataka,Mysuru,16.39,6,5,1,1,0,100.0,1,99.82,0,6,97.4,85.54,5,2,56,38,Possession,104,100.0,0.2871,120,42,1,151
BG-42-002149,Highway,Maharashtra,Nashik,101.09,202,5,2,7,8,77.86,7,60.29,59,47,51.57,62.07,96,4,72,229,Rehabilitation & Resettlement,79,100.0,0.4317,361,73,0,0
BG-42-002150,Metro,Telangana,Karimnagar,115.16,195,7,0,3,4,100.0,4,0.0,141,93,0.0,12.52,0,1,0,130,Survey,87,11.6,0.3648,327,36,0,0
BG-42-002151,Highway,Maharashtra,Pune,78.41,89,4,1,3,0,73.71,3,72.25,22,23,78.55,69.63,67,2,29,106,Compensation,80,77.23,0.2923,300,54,0,0
BG-42-002152,Irrigation,Rajasthan,Kota,25.87,53,4,0,4,3,92.34,1,0.0,41,83,0.0,5.75,0,3,61,112,Notification,132,3.14,0.1318,403,97,1,273
BG-42-002153,Power Transmission,Gujarat,Vadodara,109.23,139,4,2,2,2,89.23,1,53.67,61,44,44.19,57.36,55,4,64,120,Rehabilitation & Resettlement,75,78.15,0.569,300,36,1,227
BG-42-002154,Metro,Gujarat,Ahmedabad,105.96,144,6,2,4,3,91.25,3,61.24,51,37,65.52,79.31,88,0,22,107,Rehabilitation & Resettlement,77,75.53,0.238,129,66,1,308
BG-42-002155,Industrial Corridor,Gujarat,Vadodara,42.05,76,5,1,4,2,70.67,6,41.34,34,50,57.94,39.63,40,1,26,105,Compensation,105,73.48,0.3919,223,48,1,211
BG-42-002156,Highway,Tamil Nadu,Coimbatore,29.0,103,5,1,4,4,75.83,4,83.98,15,27,100.0,100.0,93,2,61,126,Rehabilitation & Resettlement,64,90.37,0.2272,176,91,1,184
BG-42-002157,Power Transmission,Madhya Pradesh,Indore,69.97,99,4,1,4,1,58.07,2,21.47,62,67,0.0,0.67,0,2,24,109,Survey,69,42.29,0.4807,354,62,0,0
BG-42-002158,Industrial Corridor,Maharashtra,Nagpur,144.36,296,6,2,4,3,84.86,4,16.41,179,76,32.22,41.29,92,2,18,214,Objections,113,31.19,0.4875,159,65,1,356
BG-42-002159,Highway,Maharashtra,Pune,119.5,129,5,1,2,2,80.88,0,19.26,68,92,7.84,10.12,9,0,30,105,Award,88,32.44,0.336,310,77,0,0
BG-42-002160,Irrigation,Telangana,Hyderabad,42.32,163,4,0,4,1,94.21,3,10.03,133,78,21.67,20.79,32,0,0,169,Notification,72,7.92,0.0727,18,34,1,284
BG-42-002161,Highway,Maharashtra,Nashik,95.54,237,5,0,4,0,87.15,5,59.2,70,53,61.47,76.9,128,1,0,200,Award,133,77.33,0.3055,206,33,0,0
BG-42-002162,Industrial Corridor,Karnataka,Belagavi,174.11,447,5,3,8,2,70.27,3,15.66,282,59,19.56,19.8,78,1,58,389,Objections,75,37.68,0.173,190,169,1,498
BG-42-002163,Highway,Karnataka,Bengaluru Urban,33.51,75,3,1,3,3,93.05,2,50.79,22,79,30.37,44.58,21,1,19,137,Award,50,51.29,0.2628,85,53,1,156
BG-42-002164,Industrial Corridor,Maharashtra,Nashik,90.06,145,6,1,5,4,86.9,3,54.03,37,52,67.59,71.89,89,6,89,155,Award,82,92.75,0.3253,207,60,0,0
BG-42-002165,Highway,Maharashtra,Nashik,250.06,307,8,2,8,0,67.66,6,71.33,60,35,65.57,55.69,184,2,8,211,Possession,82,100.0,0.3293,7,93,1,289
BG-42-002166,Highway,Rajasthan,Kota,30.88,102,5,0,3,0,71.44,5,34.59,45,71,33.54,35.82,31,2,43,90,Objections,49,53.68,0.1904,251,62,1,210
BG-42-002167,Metro,Gujarat,Surat,215.81,378,9,1,8,1,70.02,5,51.55,143,78,72.2,83.61,243,2,20,213,Possession,68,71.81,0.3534,7,78,0,0
BG-42-002168,Irrigation,Maharashtra,Pune,312.73,293,9,2,6,1,63.83,6,6.28,223,74,23.55,14.57,61,4,89,164,Award,70,25.07,0.4188,43,74,1,386
BG-42-002169,Railway,Madhya Pradesh,Jabalpur,71.68,45,3,0,0,0,91.92,0,38.67,16,18,30.2,30.73,14,0,7,31,Objections,43,43.97,0.4457,98,64,0,0
BG-42-002170,Industrial Corridor,Maharashtra,Thane,65.08,215,6,0,3,0,81.28,3,33.56,116,62,28.0,5.84,54,2,46,129,Award,28,46.62,0.1691,95,45,0,0
BG-42-002171,Metro,Gujarat,Vadodara,195.68,180,8,1,2,1,91.94,0,12.97,116,51,29.22,20.33,47,3,58,51,Award,66,42.87,0.6627,105,28,0,0
BG-42-002172,Power Transmission,Telangana,Warangal,73.78,178,5,0,7,0,78.79,6,0.0,114,67,0.0,0.0,0,4,53,176,Objections,56,15.03,0.4872,257,59,0,0
BG-42-002173,Railway,Rajasthan,Jodhpur,13.03,102,5,0,0,1,80.39,2,52.31,41,80,26.51,15.28,25,4,45,54,Award,74,100.0,0.3271,266,30,0,0
BG-42-002174,Industrial Corridor,Uttar Pradesh,Lucknow,79.12,109,6,0,3,0,73.38,4,0.0,101,65,11.46,19.85,12,2,18,97,Survey,85,0.0,0.5026,75,25,0,0
BG-42-002175,Irrigation,Maharashtra,Pune,124.75,151,7,2,3,3,91.0,4,8.41,102,64,18.84,13.55,27,0,42,95,Objections,85,23.26,0.3086,155,77,1,356
BG-42-002176,Railway,Karnataka,Mysuru,154.79,227,7,1,3,2,88.31,2,72.06,54,45,60.19,54.6,136,1,0,168,Compensation,231,100.0,0.5843,239,38,0,0
BG-42-002177,Metro,Telangana,Nizamabad,42.33,75,5,0,1,0,100.0,0,41.04,42,66,32.88,25.02,22,0,0,76,Award,16,58.36,0.1428,159,24,0,0
BG-42-002178,Irrigation,Tamil Nadu,Coimbatore,69.0,156,4,1,3,0,85.12,0,100.0,0,35,100.0,100.0,151,1,21,97,Rehabilitation & Resettlement,111,100.0,0.1662,256,109,0,0
BG-42-002179,Railway,Maharashtra,Thane,187.08,194,6,2,4,2,48.04,6,0.0,140,69,0.0,11.72,0,7,67,127,Objections,200,1.44,0.3701,93,55,1,301
BG-42-002180,Railway,Gujarat,Vadodara,81.61,80,5,0,2,1,98.69,3,94.91,2,3,100.0,100.0,76,0,1,69,Possession,81,100.0,0.3969,254,30,0,0
BG-42-002181,Railway,Gujarat,Ahmedabad,25.2,64,2,0,1,0,100.0,0,69.83,14,41,100.0,100.0,62,1,20,110,Rehabilitation & Resettlement,71,96.01,0.5655,209,31,0,0
BG-42-002182,Power Transmission,Maharashtra,Nagpur,230.47,216,8,5,9,9,100.0,3,82.0,30,36,67.96,74.88,131,2,83,167,Possession,197,100.0,0.6398,71,109,1,423
BG-42-002183,Irrigation,Maharashtra,Nagpur,72.15,52,5,0,1,0,93.28,2,75.12,12,49,100.0,99.75,48,0,33,16,Rehabilitation & Resettlement,39,68.64,0.1353,27,11,0,0
BG-42-002184,Industrial Corridor,Maharashtra,Pune,204.99,313,8,2,2,2,88.21,0,16.59,232,73,41.84,26.4,118,0,0,159,Survey,149,15.62,0.0877,325,41,0,0
BG-42-002185,Industrial Corridor,Maharashtra,Nashik,28.04,116,3,1,3,2,96.95,1,81.08,19,20,94.08,100.0,101,0,17,151,Compensation,33,100.0,0.1318,67,51,0,0
BG-42-002186,Railway,Rajasthan,Udaipur,77.73,70,7,2,4,2,51.76,5,0.0,41,89,0.0,0.0,0,4,86,53,Survey,132,0.0,0.1449,251,56,1,309
BG-42-002187,Highway,Karnataka,Mysuru,128.74,175,8,1,5,1,62.41,6,17.84,120,97,13.42,0.0,23,6,94,100,Rehabilitation & Resettlement,127,42.02,0.6031,225,50,1,370
BG-42-002188,Highway,Rajasthan,Jodhpur,79.86,181,5,0,2,0,88.66,2,56.95,64,46,59.98,62.45,96,1,29,139,Compensation,75,72.48,0.496,107,23,1,142
BG-42-002189,Highway,Karnataka,Bengaluru Urban,33.23,99,4,1,3,1,61.74,3,26.79,61,62,26.57,41.19,24,1,19,159,Objections,122,46.02,0.3889,313,53,1,251
BG-42-002190,Highway,Madhya Pradesh,Bhopal,12.69,79,5,0,5,0,100.0,1,100.0,0,0,85.5,93.92,60,3,36,93,Possession,153,100.0,0.6854,98,92,0,0
BG-42-002191,Industrial Corridor,Gujarat,Surat,289.63,590,8,0,12,1,63.93,8,0.0,519,87,0.0,0.0,0,3,30,372,Survey,101,0.0,0.3323,307,80,1,344
BG-42-002192,Highway,Tamil Nadu,Salem,104.42,266,5,1,1,1,91.05,1,94.91,9,21,80.41,77.75,193,1,34,211,Compensation,100,100.0,0.344,171,31,0,0
BG-42-002193,Highway,Uttar Pradesh,Agra,217.77,377,8,4,10,3,72.66,7,52.53,111,67,57.09,49.96,209,8,154,239,Rehabilitation & Resettlement,168,69.39,0.7481,292,131,1,447
BG-42-002194,Railway,Maharashtra,Nagpur,180.0,353,8,1,5,0,89.8,2,23.94,253,71,8.72,0.0,29,0,24,199,Notification,45,22.01,0.1844,509,84,0,0
BG-42-002195,Highway,Maharashtra,Thane,138.03,199,7,2,5,1,89.44,5,47.47,93,62,42.31,39.32,75,2,28,121,Compensation,100,66.73,0.3156,330,73,1,235
BG-42-002196,Highway,Rajasthan,Kota,66.22,143,6,2,6,0,80.88,7,92.07,8,10,77.04,73.76,106,0,5,91,Rehabilitation & Resettlement,107,88.93,0.405,282,160,0,0
BG-42-002197,Highway,Maharashtra,Nagpur,126.7,268,6,2,2,0,51.39,7,0.0,197,98,0.0,0.0,0,2,24,171,Notification,117,0.0,0.6344,72,77,1,317
BG-42-002198,Highway,Gujarat,Surat,269.35,516,7,0,11,2,75.29,9,46.14,167,45,26.19,20.94,132,3,23,347,Award,27,48.59,0.6376,202,121,1,255
BG-42-002199,Metro,Uttar Pradesh,Lucknow,91.51,91,5,1,4,2,77.6,7,70.25,24,15,59.79,55.69,48,2,41,87,Objections,96,73.47,0.2459,325,57,0,0
BG-42-002200,Power Transmission,Karnataka,Mysuru,392.04,654,11,0,3,2,80.64,2,51.76,244,44,94.6,84.84,563,0,0,252,Compensation,46,97.15,0.4519,54,70,0,0
BG-42-002201,Power Transmission,Rajasthan,Udaipur,25.8,71,3,0,3,1,80.85,2,9.54,47,78,15.5,0.0,11,1,7,118,Survey,73,34.73,0.2106,397,29,0,0
BG-42-002202,Power Transmission,Rajasthan,Kota,23.68,35,1,0,2,0,81.13,0,100.0,0,0,100.0,91.51,32,0,24,98,Possession,26,100.0,0.4106,7,21,0,0
BG-42-002203,Industrial Corridor,Gujarat,Rajkot,188.76,380,8,3,11,7,65.24,7,72.79,69,58,65.16,50.06,233,3,58,249,Possession,241,100.0,0.5219,60,115,1,485
BG-42-002204,Irrigation,Karnataka,Bengaluru Urban,44.48,8,4,0,1,0,72.25,1,0.0,6,77,18.24,18.81,1,5,63,23,Survey,131,32.2,0.3755,178,31,1,237
BG-42-002205,Metro,Rajasthan,Jaipur,439.07,768,8,0,13,2,75.33,10,33.77,325,59,9.84,7.75,70,3,42,451,Objections,64,16.21,0.242,48,145,1,382
BG-42-002206,Industrial Corridor,Telangana,Warangal,249.6,651,8,2,12,4,79.01,7,39.47,351,50,50.85,58.91,329,6,101,389,Compensation,117,67.45,0.2418,389,119,1,385
BG-42-002207,Railway,Tamil Nadu,Coimbatore,304.92,640,9,0,12,2,100.0,5,56.83,170,36,23.03,2.55,134,2,25,353,Rehabilitation & Resettlement,88,67.63,0.5829,166,100,0,0
BG-42-002208,Railway,Telangana,Karimnagar,173.74,416,9,0,10,1,80.87,4,27.22,242,102,0.0,8.56,0,4,19,263,Award,78,23.2,0.4113,162,70,1,324
BG-42-002209,Railway,Gujarat,Surat,40.97,3,4,0,1,1,100.0,0,15.32,2,81,14.13,2.14,0,0,6,0,Survey,90,35.45,0.5439,383,18,0,0
BG-42-002210,Highway,Uttar Pradesh,Varanasi,22.7,26,4,1,0,1,86.43,0,0.0,17,86,0.0,0.0,0,2,28,23,Survey,82,0.0,0.1837,272,54,0,0
BG-42-002211,Power Transmission,Madhya Pradesh,Jabalpur,283.22,471,9,0,8,4,84.55,7,82.25,78,0,88.49,83.78,370,5,99,233,Possession,126,100.0,0.2359,7,88,1,187
BG-42-002212,Highway,Madhya Pradesh,Indore,25.8,86,3,0,0,0,95.02,2,19.92,56,62,22.49,9.66,19,0,0,131,Award,81,76.9,0.018,433,1,0,0
BG-42-002213,Industrial Corridor,Karnataka,Kalaburagi,304.27,528,8,1,8,2,100.0,5,84.34,65,14,83.78,83.87,435,2,49,303,Possession,81,100.0,0.3846,143,79,1,259
BG-42-002214,Power Transmission,Madhya Pradesh,Bhopal,146.3,216,8,0,5,0,89.24,0,51.7,89,51,55.54,53.98,115,2,27,148,Award,36,50.4,0.1758,33,47,0,0
BG-42-002215,Metro,Maharashtra,Pune,80.56,154,6,0,1,0,100.0,0,94.33,7,0,100.0,100.0,141,0,51,111,Possession,4,100.0,0.6238,7,49,0,0
BG-42-002216,Highway,Karnataka,Belagavi,121.95,219,5,1,6,2,87.58,3,0.0,121,103,0.0,0.0,0,1,37,200,Notification,110,0.0,0.4508,421,99,0,0
BG-42-002217,Railway,Maharashtra,Nagpur,124.24,214,5,0,6,0,72.04,4,38.47,100,50,26.58,21.98,56,4,86,182,Survey,49,10.24,0.3431,453,89,1,279
BG-42-002218,Railway,Tamil Nadu,Coimbatore,72.83,94,4,1,1,2,92.96,1,75.41,20,4,78.06,69.95,68,2,0,91,Possession,73,97.01,0.3958,294,29,0,0
BG-42-002219,Irrigation,Madhya Pradesh,Gwalior,267.88,228,10,2,7,5,86.14,3,88.29,16,43,95.27,87.82,196,1,31,152,Possession,98,100.0,0.3798,97,81,0,0
BG-42-002220,Industrial Corridor,Rajasthan,Jaipur,260.63,355,6,1,6,5,88.04,3,18.57,220,68,39.57,19.94,127,3,38,295,Objections,138,68.48,0.2392,56,51,1,250
BG-42-002221,Industrial Corridor,Rajasthan,Jodhpur,96.98,123,7,2,2,1,65.79,2,28.33,78,58,1.55,0.0,2,9,144,107,Objections,132,14.87,0.4463,98,58,1,334
BG-42-002222,Metro,Maharashtra,Pune,52.98,197,5,0,2,1,80.78,1,67.59,54,30,74.72,76.55,135,0,14,135,Award,89,50.45,0.2157,7,50,0,0
BG-42-002223,Industrial Corridor,Rajasthan,Jaipur,243.41,203,8,0,4,0,62.74,0,66.59,49,39,65.36,56.79,124,4,67,137,Award,89,60.83,0.5486,159,86,1,202
BG-42-002224,Industrial Corridor,Uttar Pradesh,Varanasi,16.98,35,3,3,2,0,97.88,1,14.95,19,79,34.24,40.12,12,1,41,78,Survey,70,75.68,0.5765,194,42,1,299
BG-42-002225,Highway,Uttar Pradesh,Varanasi,122.13,219,8,1,2,1,74.44,4,100.0,0,21,100.0,97.79,205,2,56,89,Possession,85,100.0,0.58,149,25,0,0
BG-42-002226,Highway,Tamil Nadu,Madurai,154.73,355,7,0,3,0,92.69,1,34.42,204,41,6.86,10.7,22,3,44,191,Objections,44,28.67,0.7124,158,25,1,246
BG-42-002227,Highway,Karnataka,Kalaburagi,44.14,64,3,0,1,0,100.0,2,53.49,28,63,71.71,67.25,42,0,0,79,Compensation,8,72.28,0.1142,144,23,0,0
BG-42-002228,Metro,Madhya Pradesh,Bhopal,186.61,428,6,1,8,4,72.01,4,0.0,334,61,0.0,0.0,0,12,160,287,Notification,207,0.0,0.6778,346,91,1,472
BG-42-002229,Irrigation,Rajasthan,Kota,83.84,227,4,0,5,1,69.42,3,0.0,208,75,0.0,8.22,0,1,42,229,Notification,23,7.78,0.4705,398,57,1,266
BG-42-002230,Industrial Corridor,Uttar Pradesh,Lucknow,55.34,118,6,0,0,1,86.8,3,73.4,23,45,53.57,51.21,60,0,17,66,Compensation,27,91.32,0.2841,311,26,0,0
BG-42-002231,Metro,Maharashtra,Thane,185.04,210,9,2,12,6,68.32,7,41.24,79,52,19.51,26.59,40,2,53,206,Objections,147,68.72,0.2167,56,113,1,411
BG-42-002232,Irrigation,Telangana,Nizamabad,35.93,27,6,1,1,0,100.0,1,89.63,2,11,92.45,87.02,24,2,49,22,Compensation,106,98.55,0.3332,133,62,0,0
BG-42-002233,Highway,Uttar Pradesh,Agra,171.63,186,7,1,4,1,85.24,1,0.0,155,62,0.0,0.0,0,4,67,116,Survey,84,22.05,0.4084,398,56,1,329
BG-42-002234,Highway,Uttar Pradesh,Varanasi,17.53,34,2,0,2,2,92.93,1,85.72,4,33,83.39,95.2,26,1,12,69,Possession,45,100.0,0.1522,168,35,0,0
BG-42-002235,Irrigation,Gujarat,Surat,107.62,239,5,2,3,3,100.0,1,31.46,148,69,43.94,34.68,96,5,84,215,Rehabilitation & Resettlement,122,87.97,0.639,26,61,1,373
BG-42-002236,Irrigation,Karnataka,Belagavi,88.68,133,4,2,2,4,89.24,1,100.0,0,28,100.0,87.0,118,1,0,147,Possession,53,100.0,0.2053,402,45,0,0
BG-42-002237,Industrial Corridor,Rajasthan,Udaipur,55.6,137,5,3,6,1,75.95,4,29.88,87,82,12.11,16.32,15,2,9,121,Survey,73,23.34,0.147,188,95,1,235
BG-42-002238,Highway,Telangana,Hyderabad,116.94,235,8,0,6,3,71.73,5,34.53,133,26,33.49,16.76,76,2,45,158,Objections,67,43.18,0.342,156,61,1,233
BG-42-002239,Irrigation,Uttar Pradesh,Agra,80.35,141,7,2,3,2,89.86,2,46.13,71,25,36.07,41.85,46,1,14,83,Objections,115,57.7,0.6605,249,81,0,0
BG-42-002240,Power Transmission,Maharashtra,Nagpur,199.09,346,7,2,4,2,69.66,5,40.82,180,51,53.51,52.01,173,2,25,173,Compensation,65,44.74,0.3299,193,73,0,0
BG-42-002241,Industrial Corridor,Karnataka,Bengaluru Urban,134.04,200,4,1,6,2,76.24,2,0.74,141,121,4.54,4.63,8,5,78,220,Objections,96,0.0,0.2496,27,76,1,374
